來源,序號,業者代碼,國語,臺灣台語_羅馬字,臺灣台語_第二羅馬字,臺灣台語_漢字建議,臺灣台語_說明,臺灣客語_羅馬字,臺灣客語_漢字建議,臺灣客語_說明,音檔
聚落,B775,,三人共坑,Sann-lâng-kiōng-khinn,,,可能源自「三人宮」應公廟,samˋ ngin kiung+ hangˋ,,,B775_三人共坑.mp3
聚落,B776,,茄苳湖,Ka-tang-ôo,,,,gaˋ dungˋ fu,,茄冬湖,B776_茄苳湖.mp3
聚落,B777,,柯仔湳,Kho-á-lâm,,,,koˋ er nam+,,,B777_柯仔湳.mp3
聚落,B778,,菱角埤,Lîng-kak-pi,,,又作龍角埤,rhong gog biˋ,,羊角陂,B778_菱角埤.mp3
聚落,B779,,德勝坑,Tik-sìng-khinn,,,,ded shinˇ hangˋ,,,B779_德勝坑.mp3
聚落,B780,,草漯仔,Tsháu-la̍p-á,,,又作草楠仔,coˊ lab er(coˊ nam+),,又做草湳,B780_草漯仔.mp3
聚落,B781,,海山罟,Hái-san-koo,,,,hoiˊ sanˋ guˋ,,,B781_海山罟.mp3
聚落,B782,,汫水港,Tsiánn-tsuí-káng,,,汫水港,tamˋ shuiˊ gongˊ,,淡水港,B782_汫水港.mp3
聚落,B783,,李仔坑,Lí-á-khinn,,,又作麗仔坑,liˊ er hangˋ,,,B783_李仔坑.mp3
聚落,B784,,鹿仔坑（路仔坑）,Lo̍k-á-khinn (Lōo-á-khinn),,,,lugˋ er hangˋ(lu+ er hangˋ),,,B784_鹿仔坑（路仔坑）.mp3
聚落,B785,,水柳林,Tsuí-liú-nâ,,,,shuiˊ liuˊ na,,,B785_水柳林.mp3
聚落,B786,,棺槙林,Kuann-tsin-nâ,,,菅蓁林,gonˋ zhinˋ na,,菅蓁林,B786_棺槙林.mp3
聚落,B787,,大坑,Tuā-khinn,,,,tai+ hangˋ,,,B787_大坑.mp3
聚落,B788,,香山坑,Hiong-san-khinn,,,,hiongˋ sanˋ hangˋ,,,B788_香山坑.mp3
聚落,B789,,隘口,Ài-kháu,,,,aiˇ heuˊ,,,B789_隘口.mp3
聚落,B790,,柑林溝,Kam-nâ-kau,,,,gamˋ na gieuˋ,,,B790_柑林溝.mp3
聚落,B791,,獅頭,Sai-thâu,,,,siiˋ teu,,,B791_獅頭.mp3
聚落,B792,,外獅,Guā-sai,,,,ngoi+ siiˋ,,,B792_外獅.mp3
聚落,B793,,內獅,Lāi-sai,,,,nui+ siiˋ,,,B793_內獅.mp3
聚落,B794,,烏林（烏樹林）,Oo-nâ (Oo-tshiū-nâ),,,,vuˋ na(vuˋ shu+ na),,,B794_烏林（烏樹林）.mp3
聚落,B795,,風空口,Hong-khang-kháu,,,,fungˋ kungˋ heuˊ,,,B795_風空口.mp3
聚落,B796,,韮菜坑,Kú-tshài-khinn,,,韭菜坑,giuˊ coiˇ hangˋ,,韭菜坑,B796_菜坑.mp3
聚落,B797,,香山,Hiong-san,,,,hiongˋ sanˋ,,,B797_香山.mp3
聚落,B798,,下寮,Ē-liâu,,,,haˋ liau,,,B798_下寮.mp3
聚落,B799,,網罟寮,Bāng-koo-liâu,,,,miongˊ guˋ liau,,,B799_網罟寮.mp3
聚落,B800,,頂寮,Tíng-liâu,,,,dangˊ liau,,,B800_頂寮.mp3
聚落,B801,,吊鬼坑,Tiàu-kuí-khinn,,,,diauˇ guiˊ hangˋ,,,B801_吊鬼坑.mp3
聚落,B802,,五厝坪,Gōo-tshù-pînn,,,,ngˊ vug piang,,五屋坪,B802_五厝坪.mp3
聚落,B803,,闊嘴埤,Khuah-tshuì-pi,,,,fad zuiˊ biˋ,,闊觜陂,B803_闊嘴埤.mp3
聚落,B804,,草漯仔,Tsháu-la̍p-á,,,,coˊ lab er(coˊ lab),,又作草納,B804_草漯仔.mp3
聚落,B805,,香山塘,Hiong-san-tn̂g,,,,hiongˋ sanˋ tong,,,B805_香山塘.mp3
聚落,B806,,三姓橋,Sam-sìng-kiô,,,,samˋ siangˇ kiau,,,B806_三姓橋.mp3
聚落,B807,,吳厝圍,Gôo-tshù-uî,,,,ng vug vui,,吳屋圍,B807_吳厝圍.mp3
聚落,B808,,下厝（下厝角）,Ē-tshù (Ē-tshù-kak),,,,haˋ vug(haˋ vug gog),,下屋(下屋角),B808_下厝（下厝角）.mp3
聚落,B809,,後壁厝,Āu-piah-tshù,,,,heu+ boiˇ vug,,後背屋,B809_後壁厝.mp3
聚落,B810,,信長坑,Sìn-tiông-khinn,,,,sinˇ chong hangˋ,,,B810_信長坑.mp3
聚落,B811,,大庄,Tuā-tsng,,,,tai+ zongˋ,,,B811_大庄.mp3
聚落,B812,,北寮角（北寮）,Pak-liâu-kak(Pak-liâu),,,,bed liau gog(bed liau),,,B812_北寮角（北寮）.mp3
聚落,B813,,宮口,King-kháu,,,,giungˋ heuˊ,,,B813_宮口.mp3
聚落,B814,,廍仔,Phōo-á,,,,pu+ er,,,B814_廍仔.mp3
聚落,B815,,萬厝,Bān—tshù (Phōo-á),,,又稱「廍仔」,van+ vug,,萬屋,B815_萬厝.mp3
聚落,B816,,草漯尾,Tsháu-la̍p-bé,,,,coˊ lab muiˋ,,,B816_草漯尾.mp3
聚落,B817,,浸水,Tsìm-tsuí,,,,zimˇ shuiˊ,,,B817_浸水.mp3
聚落,B818,,溝仔底,Kau-á-tué,,,,gieuˋ er daiˊ,,,B818_溝仔底.mp3
聚落,B819,,三塊厝,Sann-tè-tshù,,,,samˋ co+ vug,,三座屋,B819_三塊厝.mp3
聚落,B820,,北勢,Pak-sì,,,,bed sheˇ,,,B820_北勢.mp3
聚落,B821,,番仔橋（番仔厝）,Huan-á-kiô (Huan-á-tshù),,,,fanˋ er kiau(fanˋ er vug),,番仔屋,B821_番仔橋（番仔厝）.mp3
聚落,B822,,五欉松,Gōo-tsâng-tsîng,,,,ngˊ cung ciung,,五叢松,B822_五欉松.mp3
聚落,B823,,油車溝,Iû-tshia-kau,,,,rhiu chaˋ gieuˋ,,,B823_油車溝.mp3
聚落,B824,,陳厝,Tân--tshù,,,,chin vug,,陳屋,B824_陳厝.mp3
聚落,B825,,任厝,Līm--tshù,,,,rhim+ vug,,任屋,B825_任厝.mp3
聚落,B826,,松樹腳,Tsîng-tshiū-kha,,,,ciung shu+ haˋ,,松樹下,B826_松樹腳.mp3
聚落,B827,,埔姜圍,Poo-kiunn-uî,,,,buˇ giangˋ vui,,布荊圍,B827_埔姜圍.mp3
聚落,B828,,頂牛埔,Tíng-gû-poo,,,,shong+ ngiu buˋ,,上牛埔,B828_頂牛埔.mp3
聚落,B829,,竹圍仔（竹圍仔內）,Tik-uî-á (Tik-uî-á-lāi),,,,zhug vui er(zhug vui er nui+ /zhug vui duˊ),,竹圍仔內，臺灣客語以「竹圍肚」更為常見。,B829_竹圍仔（竹圍仔內）.mp3
聚落,B830,,楊寮,Iûnn-liâu,,,,rhong liau,,,B830_楊寮.mp3
聚落,B831,,南油車港,Lâm-iû-tshia-káng,,,,nam rhiu chaˋ gongˊ,,,B831_南油車港.mp3
聚落,B832,,海口,Hái-kháu,,,,hoiˊ kieuˊ,,,B832_海口.mp3
聚落,B833,,虎仔山,Hóo-á-suann,,,,fuˊ er sanˋ,,,B833_虎仔山.mp3
聚落,B834,,中莊,Tiong-tsng,,,中庄,zhungˋ zongˋ,,,B834_中莊.mp3
聚落,B835,,罟仔寮（罟寮）,Koo-liâu,,,,guˋ er liau(guˋ liau),,,B835_罟仔寮（罟寮）.mp3
聚落,B836,,瓦厝,Hiā-tshù,,,,ngaˊ vug,,瓦屋,B836_瓦厝.mp3
聚落,B837,,小南勢,Sió-lâm-sì,,,,siauˊ nam sheˇ,,,B837_小南勢.mp3
聚落,B838,,拔仔林,Pua̍t-á-nâ,,,菝仔林,badˋ er na,,朳仔林,B838_拔仔林.mp3
聚落,B839,,拔便,Pak-pin-á,,,北濱仔,bedˋ binˊ,,北濱,B839_拔便.mp3
聚落,B840,,大陳二村,Tāi-tîn-jī-tshuan,,,,tai ciinˇ ngi cunˊ,,,B840_大陳二村.mp3
聚落,B841,,大陳一村,Tāi-tîn-it-tshuan,,,,tai ciinˇ idˋ cunˊ,,,B841_大陳一村.mp3
聚落,B842,,德興,Tik-hing,,,,dedˋ hinˊ,,,B842_德興.mp3
聚落,B843,,電氣頭,Tiān-khì-thâu,,,,tien hi teuˇ,,,B843_電氣頭.mp3
聚落,B844,,豐村,Hong-tshuan,,,,fungˊ cunˊ,,,B844_豐村.mp3
聚落,B845,,公賣局,Kong-bē-kio̍k,,,,gungˊ mai kiug,,,B845_公賣局.mp3
聚落,B846,,華西,Hôa-se,,,,faˇ xiˊ,,,B846_華西.mp3
聚落,B847,,軍威,Kun-ui,,,,giunˊ viˊ,,,B847_軍威.mp3
聚落,B848,,鯉浪港,Lio̍k-kun-káng-á,,,古籍舊稱，當地現稱「陸軍港仔」,lu giunˊ gongˋ,,舊稱於當地已幾乎不使用，以「陸軍港」稱呼。,B848_鯉浪港.mp3
聚落,B849,,陸軍崎,Lio̍k-kun-kiā,,,,lu giunˊ gia,,,B849_陸軍崎.mp3
聚落,B850,,美崙,Bí-lūn,,,米崙；或稱米崙仔Bí-lūn-á,miˊ lun,,崙在地名時常用lun的發音。,B850_美崙.mp3
聚落,B851,,美琪,Bí-kî,,,,miˊ kiˇ,,,B851_美琪.mp3
聚落,B852,,明廉,Bîng-liâm,,,,minˇ liamˇ,,,B852_明廉.mp3
聚落,B853,,南濱,Lâm-pin,,,,namˇ binˊ,,,B853_南濱.mp3
聚落,B854,,農兵,Lông-ping,,,,nungˇ binˊ,,,B854_農兵.mp3
聚落,B855,,上美崙,Tíng-bí-lūn,,,頂美崙,song miˊ lun,,崙在地名時常用lun的發音。,B855_上美崙.mp3
聚落,B856,,下美崙,Ē-bí-lūn,,,,haˊ miˊ lun,,崙在地名時常用lun的發音。,B856_下美崙.mp3
聚落,B857,,四維,Sù-uî,,,,xi viˇ,,,B857_四維.mp3
聚落,B858,,松園,Siông-hn̂g,,,,qiungˇ ienˇ,,,B858_松園.mp3
聚落,B859,,田浦,"Tiân-poo, Tāu-lân",,,田埔（荳蘭）,tienˇ puˊ,,田埔,B859_田浦.mp3
聚落,B860,,五百戶,Gōo-pah-hōo,,,,ngˋ bagˋ fu,,,B860_五百戶.mp3
聚落,B861,,武援,Bú-uān,,,,vuˋ ienˇ,,,B861_武援.mp3
聚落,B862,,舊新港,Kū-sin-káng,,,,kiu xinˊ gongˋ,,,B862_舊新港.mp3
聚落,B863,,延平,Iân-pîng,,,,ienˇ pinˇ,,,B863_延平.mp3
聚落,B864,,佐倉,Sàu-khut-á,,,"佐倉可指二地：
①今佐倉公園，稱Sàu-khut-á（掃窟仔），源自日語Sakura。白話字文獻另有Sa-khu-la、Sa-ku-lah…等寫法
②水源村舊名，稱Tsuí-guân-tē（水源地）或Sia̍h-piah-tú（砂婆礑、石壁）",zoˋ congˊ,,,B864_佐倉.mp3
聚落,B865,,碧雲莊,"Phik-hûn-tsng, Ka-ní-án",,,又稱柑仔園（Kam-á-hn̂g）,bidˋ iunˇ zongˊ,,,B865_碧雲莊.mp3
聚落,B866,,二十四間仔,Jī-sì-king-á,,,二四間仔,ngi siib xi gienˊ eˋ,,,B866_二十四間仔.mp3
聚落,B867,,溝仔尾,Kau-á-bué,,,,gieuˊ eˋ miˊ,,,B867_溝仔尾.mp3
聚落,B868,,十八鬮,Tsa̍p-peh-khau,,,,siib badˋ kieuˊ,,,B868_十八鬮.mp3
聚落,B869,,水上,Tsuí-siōng,,,,suiˋ song,,,B869_水上.mp3
聚落,B870,,田仔底,Tshân-á-té,,,,tienˇ eˋ daiˋ,,,B870_田仔底.mp3
聚落,B871,,古井頭,Kóo-tsénn-thâu,,,,guˋ jiangˋ teuˇ,,,B871_古井頭.mp3
聚落,B872,,後站,Āu-tsām,,,,heu zam,,,B872_後站.mp3
聚落,B873,,千石,Tshian-tsio̍h,,,,qienˊ sag,,,B873_千石.mp3
聚落,B874,,北林,Pak-lîm,,,,bedˋ limˇ,,,B874_北林.mp3
聚落,B875,,兵舍,Ping-sià,,,,binˊ sa,,,B875_兵舍.mp3
聚落,B876,,伯公下,Pak-kong-hā,,,屬臺灣客語優勢區，標注採用字面發音,bagˋ gungˊ haˊ,,,B876_伯公下.mp3
聚落,B877,,草鼻,Tsháu-phīnn,,,,coˋ pi,,,B877_草鼻.mp3
聚落,B878,,長橋,Tn̂g-kiô,,,,van liˊ kieuˇ/congˇ kieuˇ,,一般仍習慣用萬里橋，而少用長橋,B878_長橋.mp3
聚落,B879,,萬里橋,Bān-lí-kiô,,,,van liˊ kieuˇ,,,B879_萬里橋.mp3
聚落,B880,,車路背,Tshia-lōo-puē,,,屬臺灣客語優勢區，標注採用字面發音,caˊ lu boi,,,B880_車路背.mp3
聚落,B881,,刺竹園,Tshì-tik-uî,,,,nedˋ zugˋ ienˇ,,竻竹園,B881_刺竹園.mp3
聚落,B882,,大街,Tuā-ke,,,,tai gieˊ,,,B882_大街.mp3
聚落,B883,,大榮,Tāi-îng,,,,tai iungˇ,,,B883_大榮.mp3
聚落,B884,,大榮一村,Tāi-îng-it-tshuan,,,,tai iungˇ idˋ cunˊ,,,B884_大榮一村.mp3
聚落,B885,,二村,Jī-tshuan,,,,ngi cunˊ,,,B885_二村.mp3
聚落,B886,,二林,Jī-lîm,,,,ngi limˇ,,,B886_二林.mp3
聚落,B887,,番仔田,Huan-á-tshân,,,,fanˊ eˋ tienˇ,,,B887_番仔田.mp3
聚落,B888,,番社,Huan-siā (Má-lí-bu̍t),,,番社（馬里勿）,fanˊ sa,,,B888_番社.mp3
聚落,B889,,農會地,Lông-huē-tē,,,,nungˇ fi ti,,,B889_農會地.mp3
聚落,B890,,飛機場,Hui-ki-tiûnn,,,,fiˊ giˊ congˇ,,,B890_飛機場.mp3
聚落,B891,,鳳林,Hōng-lîm,,,,fung limˇ,,,B891_鳳林.mp3
聚落,B892,,鳳義坑,Hōng-gī-khenn,,,,fung ngi hangˊ,,,B892_鳳義坑.mp3
聚落,B893,,鳳義社區,Hōng-gī Siā-khu,,,,fung ngi sa kiˊ,,,B893_鳳義社區.mp3
聚落,B894,,烘爐嘴,Hang-lôo-tshuì,,,白話字文獻記做Hang-lô͘-chhuì,fungˊ luˇ zoi,,,B894_烘爐嘴.mp3
聚落,B895,,猴洞,Kâu-tōng,,,,heuˇ tung,,,B895_猴洞.mp3
聚落,B896,,後街,Āu-ke,,,,heu gieˊ,,,B896_後街.mp3
聚落,B897,,黃泥崎,N̂g-nî-kiā,,,屬臺灣客語優勢區，標注採用字面發音,vongˇ naiˇ gia,,,B897_黃泥崎.mp3
聚落,B898,,會社,Huē-siā,,,,fi sa,,,B898_會社.mp3
聚落,B899,,街尾,Ke-á-bué,,,,gieˊ miˊ,,,B899_街尾.mp3
聚落,B900,,金田仔,Kim-tiân-á,,,,gimˊ tienˇ eˋ,,,B900_金田仔.mp3
聚落,B901,,舊金田,Kū-kim-tiân,,,,kiu gimˊ tienˇ,,,B901_舊金田.mp3
聚落,B902,,平林開發區,Pîng-lîm Khai-huat-khu,,,,pinˇ limˇ koiˊ fadˋ kiˊ,,,B902_平林開發區.mp3
聚落,B903,,林田,"Lîm-tiân, Lâm-pîng",,,又名南平,limˇ tienˇ,,,B903_林田.mp3
聚落,B904,,六階鼻,La̍k-kai-phīnn,,,白話字文獻記做Ta̍k-kai-phīⁿ,liugˋ gieˊ pi,,,B904_六階鼻.mp3
聚落,B905,,流籠頭,Liû-lông-thâu,,,,liuˇ longˇ teuˇ,,,B905_流籠頭.mp3
聚落,B906,,茅埔,Hm̂-poo,,,,mauˇ puˊ,,,B906_茅埔.mp3
聚落,B907,,南林,Lâm-lîm,,,,namˇ limˇ,,,B907_南林.mp3
聚落,B908,,平林,Pîng-lîm,,,,pinˇ limˇ,,,B908_平林.mp3
聚落,B909,,橋孔下,Kiô-khang-hā,,,屬臺灣客語優勢區，標注採用字面發音,kieuˇ kungˋ haˊ,,,B909_橋孔下.mp3
聚落,B910,,茄苳下,Ka-tang-hā,,,屬臺灣客語優勢區，標注採用字面發音,gaˊ dungˊ haˊ,,茄冬下,B910_茄苳下.mp3
聚落,B911,,榕樹下,Tshîng-tshiū-hā,,,屬臺灣客語優勢區，標注採用字面發音,iungˇ su haˊ,,,B911_榕樹下.mp3
聚落,B912,,三村,Sam-tshuan,,,,samˊ cunˊ,,,B912_三村.mp3
聚落,B913,,上工寮,Tíng-kang-liâu,,,頂工寮,song gungˊ liauˇ,,,B913_上工寮.mp3
聚落,B914,,山興,Suann-hing,,,,sanˊ hinˊ,,,B914_山興.mp3
聚落,B915,,柿子園,Khī-á-hn̂g,,,,cii eˋ ienˇ,,柿仔園,B915_柿子園.mp3
聚落,B916,,水車寮,Tsuí-tshia-liâu,,,,suiˋ caˊ liauˇ,,,B916_水車寮.mp3
聚落,B917,,水源地,Tsuí-guân-tē,,,,suiˋ ngienˇ ti,,,B917_水源地.mp3
聚落,B918,,樹林尾,Tshiū-nâ-bué,,,,su limˇ miˊ,,,B918_樹林尾.mp3
聚落,B919,,學校頭,Ha̍k-hāu-thâu,,,,hog gauˋ teuˇ,,,B919_學校頭.mp3
聚落,B920,,中島,Tiong-tó,,,,zungˊ doˋ,,,B920_中島.mp3
聚落,B921,,中興,Tiong-hing,,,,zungˊ hinˊ,,,B921_中興.mp3
聚落,B922,,中心埔,Tiong-sim-poo,,,,zungˊ ximˊ puˊ,,,B922_中心埔.mp3
聚落,B923,,庄仔底,Tsng-á-té,,,,zongˊ eˋ duˋ,,庄仔肚,B923_庄仔底.mp3
聚落,B924,,農園,Lông-hn̂g,,,,nungˇ ienˇ,,,B924_農園.mp3
聚落,B925,,農場,Lông-tiûnn,,,,nungˇ congˇ,,,B925_農場.mp3
聚落,B926,,大和,Tāi-hô,,,,tai foˇ,,,B926_大和.mp3
聚落,B927,,大農場,Tuā-lông-tiûnn (Sin-tsng-á),,,又名新庄仔,tai nungˇ congˇ,,,B927_大農場.mp3
聚落,B928,,電氣頭,Tiān-khì-thâu,,,,tien hi teuˇ,,,B928_電氣頭.mp3
聚落,B929,,店仔街,Tiàm-á-ke,,,,diam eˋ gieˊ,,,B929_店仔街.mp3
聚落,B930,,富田,Hù-tiân (Ta-pa-lóng),,,即大巴塱,fu tienˇ,,,B930_富田.mp3
聚落,B931,,菅蓁巷,Kuann-tsin-hāng,,,,gonˊ ziinˊ hong,,菅榛巷,B931_菅蓁巷.mp3
聚落,B932,,加里洞,Ka-lé-tōng,,,,gaˊ liˊ tung,,,B932_加里洞.mp3
聚落,B933,,加禮灣,Ka-lí-uán,,,,gaˊ liˊ vanˇ,,,B933_加禮灣.mp3
聚落,B934,,馬佛,Ma-hu̍t-á,,,馬佛仔,maˊ fud,,,B934_馬佛.mp3
聚落,B935,,馬太鞍,Má-ta-an,,,白話字文獻亦見Má-tāi-an、Má-thài-an等寫法,maˊ tai onˊ,,,B935_馬太鞍.mp3
聚落,B936,,砂荖,Sa-loo-á,,,,saˊloˋ,,,B936_砂荖.mp3
聚落,B937,,水管頭,Tsuí-kóng-thâu,,,,suiˋ gonˋ teuˇ,,,B937_水管頭.mp3
聚落,B938,,太巴塱,Ta-pa-lóng,,,白話字文獻亦見Tuā-pa-lóng寫法,tai baˊ long,,,B938_太巴塱.mp3
聚落,B939,,五區,Ngóo-khu,,,,ngˋ kiˊ,,,B939_五區.mp3
聚落,B940,,溪頭,Khe-thâu,,,,haiˊ teuˇ,,,B940_溪頭.mp3
聚落,B941,,溪洲仔,Khe-tsiu-á,,,,haiˊ zuˊ eˋ,,,B941_溪洲仔.mp3
聚落,B942,,北三棧,Pak-sann-tsàn,,,北三層,bedˋ samˊ zan,,,B942_北三棧.mp3
聚落,B943,,草林,Tsháu-nâ-á,,,草林仔,coˋ naˇ,,,B943_草林.mp3
聚落,B944,,大漢,Tāi-hàn,,,,tai hon,,,B944_大漢.mp3
聚落,B945,,福亞社區,Hok-a Siā-khu,,,,fugˋ aˋ sa kiˊ,,,B945_福亞社區.mp3
聚落,B946,,北埔,Pak-poo,,,,bedˋ puˊ,,,B946_北埔.mp3
聚落,B947,,古井頭,Kóo-tsénn-thâu,,,,guˋ jiangˋ teuˇ,,,B947_古井頭.mp3
聚落,B948,,嘉里,Ka-lí (Ka-lé-uán),,,舊名加禮宛,gaˊ liˊ,,,B948_嘉里.mp3
聚落,B949,,佳林社區,Ka-lîm Siā-khu,,,,gaˊ limˇ sa kiˊ,,,B949_佳林社區.mp3
聚落,B950,,加灣,Ka-uan,,,又稱九宛Káu-uán、九灣仔Káu-uan-á；白話字文獻另見Kháu-oán-siā,gaˊ vanˇ,,,B950_加灣.mp3
聚落,B951,,嘉新,Ka-sin,,,,gaˊ xinˊ,,,B951_嘉新.mp3
聚落,B952,,康樂,Khong-lo̍k (Lông-tiûnn),,,又名農場,kongˊ log,,,B952_康樂.mp3
聚落,B953,,南廍,Lâm-phōo-á,,,南廍仔,namˇ pu,,,B953_南廍.mp3
聚落,B954,,南三棧,Lâm-sann-tsàn,,,南三層,namˇ samˊ zan,,,B954_南三棧.mp3
聚落,B955,,山廣,San-kóng (Sîn-kóng-á),,,又名成廣仔,sanˊ gongˋ,,,B955_山廣.mp3
聚落,B956,,樹林腳,Tshiū-nâ-kha,,,樹林跤,su naˇ haˊ,,樹林下,B956_樹林腳.mp3
聚落,B957,,順安社區,Sūn-an Siā-khu,,,,sun onˊ sa kiˊ,,,B957_順安社區.mp3
聚落,B958,,新城,Sin-siânn (Giân-hái),,,又名研海,xinˊ sangˇ,,,B958_新城.mp3
聚落,B959,,興田,Hing-tiân,,,,hinˊ tienˇ,,,B959_興田.mp3
聚落,B960,,興田社區,Hing-tiân Siā-khu,,,,hinˊ tienˇ sa kiˊ,,,B960_興田社區.mp3
聚落,B961,,紫園社區,Tsí-hn̂g Siā-khu,,,,ziiˋ ienˇ sa kiˊ,,,B961_紫園社區.mp3
聚落,B962,,安通,An-thong,,,舊名紅座、紅蓙、甕索，白話字文獻作Âng-chó-kheⁿ、àng-so kheⁿ,onˊ tungˊ,,,B962_安通.mp3
聚落,B963,,北平,Pak-pîng,,,,bedˋ pinˇ,,,B963_北平.mp3
聚落,B964,,菜堂腳,Tshài-tn̂g-kha,,,,coi tongˇ haˊ,,菜堂下,B964_菜堂腳.mp3
聚落,B965,,長良,Tiông-liông,,,,congˇ liongˇ,,,B965_長良.mp3
聚落,B966,,長良北村,Tiông-liông-pak-tshuan,,,,congˇ liongˇ bedˋ cunˊ,,,B966_長良北村.mp3
聚落,B967,,城仔底,Siânn-á-té,,,,sangˇ eˋ daiˋ,,位居日治時期舊市區的最外圍而得名,B967_城仔底.mp3
聚落,B968,,赤科,Tshiah-kho,,,,cagˋ koˊ,,,B968_赤科.mp3
聚落,B969,,酸柑,Sng-kam,,,,sonˊ gamˊ,,,B969_酸柑.mp3
聚落,B970,,春日,Tshun-ji̍t,,,,cunˊ ngidˋ,,,B970_春日.mp3
聚落,B971,,大禹社區,Tāi-ú Siā-khu (Bua̍t-kóng),,,舊名末廣,tai iˊ sa kiˊ,,,B971_大禹社區.mp3
聚落,B972,,德武社區,Tik-bú Siā-khu,,,,dedˋ vuˋ sa kiˊ,,,B972_德武社區.mp3
聚落,B973,,棣芬,Thih-hūn-á,,,鐵份仔,tiedˋ fun,,鐵份,B973_棣芬.mp3
聚落,B974,,頂仔老,Tíng-a-lāu,,,,dangˋ eˋ loˋ,,,B974_頂仔老.mp3
聚落,B975,,東豐社區,Tong-hong Siā-khu,,,,dungˊ fungˊ sa kiˊ,,,B975_東豐社區.mp3
聚落,B976,,鐵份部落,Thih-hūn Pōo-lo̍k,,,,tiedˋ fun pu log,,,B976_鐵份部落.mp3
聚落,B977,,福音社區,Ho̍k-im Siā-khu,,,,fugˋ imˊ sa kiˊ,,,B977_福音社區.mp3
聚落,B978,,高寮,"Ko-liâu, Tuā-kho-liâu",,,舊名大嵙寮,goˊ liauˇ,,,B978_高寮.mp3
聚落,B979,,宮前,Kiong-tsîng （Ma-ku-tá）,,,又名馬久答；白話字文獻作Kiong-chêng,giungˊ qienˇ,,在花蓮「宮前」慣以日語miyamae稱呼。,B979_宮前.mp3
聚落,B980,,觀音,Kuan-im-suann,,,觀音山,gonˊ imˊ,,,B980_觀音.mp3
聚落,B981,,鍋蓋樑,Tiánn-kám-tshuànn,,,鼎𥴊閂；此地名本以臺灣台語發音，但書寫時取其意，才成為「鍋蓋梁」,vog goi liongˇ,,鑊蓋樑,B981_鍋蓋樑.mp3
聚落,B982,,尖角仔,Tsiam-kak-á,,,,jiamˊ gogˋ eˋ,,,B982_尖角仔.mp3
聚落,B983,,舊厝,Kū-tshù (Sa̍p-sa̍p),,,111.3.13田調採集另有Sa̍p-sa̍p之說法，唯意義不詳,kiu vugˋ,,舊屋,B983_舊厝.mp3
聚落,B984,,舊田,Kū-tshân,,,,kiu tienˇ,,,B984_舊田.mp3
聚落,B985,,舊庄,Kū-tsng,,,,kiu zongˊ,,,B985_舊庄.mp3
聚落,B986,,客城,Kheh-siânn (Kheh-lâng-siânn),,,舊名客人城,hagˋ sangˇ,,,B986_客城.mp3
聚落,B987,,荖藤坑,Lāu-tîn-khenn,,,,loˋ tenˇ hangˊ,,,B987_荖藤坑.mp3
聚落,B988,,樂合,Lo̍k-ha̍p (Hā-lâ-uan),,,舊名下朥灣，也讀Ha11 la55 uan55,log hab,,,B988_樂合.mp3
聚落,B989,,聯合新村,Liân-ha̍p Sin-tshuan,,,,lienˇ hab xinˊ cunˊ,,,B989_聯合新村.mp3
聚落,B990,,馬太林,Má-thài-lîm,,,,maˊ tai limˇ,,,B990_馬太林.mp3
聚落,B991,,南村,Lâm-tshuan,,,,namˇ cunˊ,,,B991_南村.mp3
聚落,B992,,南通,Lâm-thong,,,,namˇ tungˊ,,,B992_南通.mp3
聚落,B993,,腦寮地,Niû-á-tē,,,娘仔地,noˋ liauˇ ti,,,B993_腦寮地.mp3
聚落,B994,,牛坪,Gû-phiânn,,,,ngiuˇ piangˇ,,,B994_牛坪.mp3
聚落,B995,,坪頂,Phiânn-tíng,,,,piangˇ dangˋ,,,B995_坪頂.mp3
聚落,B996,,埤尾,Pi-bué,,,,biˊ miˊ,,陂尾,B996_埤尾.mp3
聚落,B997,,三民社區,Sam-bîn Siā-khu (Tak-kai),,,舊名迪佳、迪街，白話字文獻記作Tak-kai,samˊ minˇ sa kiˊ(dag gai),,舊名迪佳,B997_三民社區.mp3
聚落,B998,,三軒,Sam-hian (Sann-tè-tshù-á),,,又名三塊厝仔,samˊhienˊ(samˊ co vugˋ),,舊名三座屋,B998_三軒.mp3
聚落,B999,,上德武,"Siōng-tik-bú, Lîng-á-tsai",,,又名苓仔齋,song dedˋ vuˋ,,,B999_上德武.mp3
聚落,B1000,,山下,Suann-kha,,,山跤,sanˊ haˊ,,,B1000_山下.mp3
聚落,B1001,,神社腳,Sîn-siā-kha,,,神社跤,siinˇ sa haˊ,,神社下,B1001_神社腳.mp3
聚落,B1002,,石公坑,Tsio̍h-kong-khenn,,,舊名刣牛坑，白話字文獻記作Thâi-gû-kheⁿ,sag gungˊ hangˊ,,,B1002_石公坑.mp3
聚落,B1003,,樹林坪,Tshiū-nâ-phiânn,,,,su naˇ piangˇ,,,B1003_樹林坪.mp3
聚落,B1004,,松浦,Siông-poo,,,松埔,qiungˇ puˊ,,,B1004_松浦.mp3
聚落,B1005,,泰林,Thài-lîm,,,,tai limˇ,,,B1005_泰林.mp3
聚落,B1006,,萬麗,Mâ-lú,,,麻汝；舊名麻汝壟，白話字文獻記作Má-lú-lâng、Mâ-lú-lâng,van li,,,B1006_萬麗.mp3
